行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
144,CN-202023-3232413,2024/12/4,2024/12/4,当日,杨健-14605,杨健,消费者,密山,黑龙江,中国,东北,办公用-收纳-10003461,办公用品,收纳具,文件夹,331.8,3,0,0
145,CN-202023-3232413,2024/12/4,2024/12/4,当日,杨健-14605,杨健,消费者,密山,黑龙江,中国,东北,办公用-纸张-10001282,办公用品,纸张,笔记本,456.96,3,0,118.44
146,CN-202023-4680780,2024/7/24,2024/7/31,标准级,陈安-10090,陈安,消费者,临朐,山东,中国,华东,办公用-标签-10001201,办公用品,标签,合法证物标签,156.24,3,0,16.8
147,CN-202022-1190387,2023/11/4,2023/11/7,一级,苏晒-19825,苏晒明,消费者,肇源,黑龙江,中国,东北,技术-复印-10002416,技术,复印机,墨水,592.2,1,0,159.88
148,CN-202022-3230180,2023/10/22,2023/10/28,标准级,贺平-19105,贺平,消费者,海口,海南,中国,西南,办公用-用品-10002649,办公用品,用品,修剪器,381.08,2,0,95.2
149,CN-202022-3230180,2023/10/22,2023/10/28,标准级,贺平-19105,贺平,消费者,海口,海南,中国,西南,家具-用具-10001150,家具,用具,闹钟,1103.2,5,0,242.2
150,CN-202022-3230180,2023/10/22,2023/10/28,标准级,贺平-19105,贺平,消费者,海口,海南,中国,西南,办公用-信封-10000118,办公用品,信封,马尼拉纸信封,139.02,1,0,13.86
151,CN-202021-5873075,2022/10/15,2022/10/20,二级,施丽-17380,施丽丽,公司,肇源,黑龙江,中国,东北,办公用-器具-10004829,办公用品,器具,微波炉,15526.28,11,0,1085.7
152,CN-202022-4544243,2023/9/18,2023/9/20,一级,贺斯-20935,贺斯云,消费者,襄城,河南,中国,中南,办公用-信封-10000118,办公用品,信封,马尼拉纸信封,278.04,2,0,27.72
153,CN-202022-4544243,2023/9/18,2023/9/20,一级,贺斯-20935,贺斯云,消费者,襄城,河南,中国,中南,家具-椅子-10003780,家具,椅子,扶手椅,1989.162,1,0.1,751.422
154,CN-202021-5173564,2022/12/5,2022/12/10,标准级,秦淑-20440,秦淑芳,公司,鹤岗,黑龙江,中国,东北,办公用-美术-10002705,办公用品,美术,荧光笔,235.2,4,0.2,49.84
155,CN-202023-4862116,2024/5/6,2024/5/11,二级,顾丹-11965,顾丹,公司,天津,天津,中国,华北,办公用-用品-10004419,办公用品,用品,剪刀,378.84,3,0,75.6
156,US-202022-2560726,2023/5/2,2023/5/7,标准级,康丽-15865,康丽,消费者,温州,浙江,中国,华东,技术-电话-10004336,技术,电话,办公室电话机,1117.368,6,0.4,-37.632
157,CN-202023-4950934,2024/10/29,2024/11/3,标准级,秦宁-18670,秦宁,消费者,四平,吉林,中国,东北,家具-用具-10002002,家具,用具,门挡,595.98,3,0,154.56
158,CN-202023-4950934,2024/10/29,2024/11/3,标准级,秦宁-18670,秦宁,消费者,四平,吉林,中国,东北,办公用-系固-10002230,办公用品,系固件,橡皮筋,130.48,2,0,54.6
159,CN-202023-2866628,2024/5/14,2024/5/20,标准级,贺宁-18700,贺宁,消费者,安顺,贵州,中国,西南,技术-电话-10001136,技术,电话,耳机,2130.1,5,0,298.2
160,CN-202023-2866628,2024/5/14,2024/5/20,标准级,贺宁-18700,贺宁,消费者,安顺,贵州,中国,西南,办公用-收纳-10003736,办公用品,收纳具,文件夹,716.8,5,0,207.2
161,CN-202023-2866628,2024/5/14,2024/5/20,标准级,贺宁-18700,贺宁,消费者,安顺,贵州,中国,西南,技术-配件-10000196,技术,配件,闪存驱动器,298.76,2,0,59.64
162,CN-202021-2810282,2022/5/20,2022/5/24,标准级,巩安-10180,巩安,小型企业,高密,山东,中国,华东,技术-复印-10004433,技术,复印机,墨水,1358,2,0,285.04
163,CN-202023-3381572,2024/5/11,2024/5/11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,办公用-系固-10001285,办公用品,系固件,订书钉,30.24,1,0.4,3.92
164,CN-202023-3381572,2024/5/11,2024/5/11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,办公用-纸张-10000746,办公用品,纸张,信纸,1054.2,5,0,442.4
165,CN-202023-3381572,2024/5/11,2024/5/11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,办公用-器具-10000224,办公用品,器具,咖啡研磨机,350.616,2,0.4,-181.384
166,CN-202023-3381572,2024/5/11,2024/5/11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,办公用-收纳-10000871,办公用品,收纳具,盒,250.6,5,0,47.6
167,CN-202023-3381572,2024/5/11,2024/5/11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,办公用-器具-10002081,办公用品,器具,炉灶,7566.72,5,0.4,-2270.38
168,CN-202023-3381572,2024/5/11,2024/5/11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,技术-设备-10003561,技术,设备,收据打印机,1002.204,3,0.4,-651.756
169,CN-202023-3381572,2024/5/11,2024/5/11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,技术-电话-10000045,技术,电话,信号增强器,781.2,2,0.4,-39.2
170,CN-202023-3381572,2024/5/11,2024/5/11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,家具-用具-10003781,家具,用具,分层置放架,319.536,4,0.4,-53.424
171,CN-202023-3381572,2024/5/11,2024/5/11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,家具-椅子-10002020,家具,椅子,沙滩椅,386.064,3,0.4,-0.336
172,CN-202023-3381572,2024/5/11,2024/5/11,当日,田谙-18850,田谙,消费者,抚顺,辽宁,中国,东北,办公用-装订-10002552,办公用品,装订机,装订机,74.928,2,0.4,-5.152
173,CN-202022-2491194,2023/10/30,2023/11/4,标准级,徐蔓-17965,徐蔓楚,公司,洮南,吉林,中国,东北,办公用-美术-10002471,办公用品,美术,记号笔,295.344,3,0.2,55.104
174,CN-202021-5591357,2022/3/22,2022/3/25,二级,巩虢-13495,巩虢,公司,西安,陕西,中国,西北,技术-复印-10004166,技术,复印机,传真复印机,2395.26,3,0,694.26
175,CN-202023-5816959,2024/2/11,2024/2/16,标准级,陈丽-17605,陈丽雪,公司,德阳,四川,中国,西南,办公用-标签-10002697,办公用品,标签,运输标签,53.34,1,0,23.38
176,CN-202023-5816959,2024/2/11,2024/2/16,标准级,陈丽-17605,陈丽雪,公司,德阳,四川,中国,西南,办公用-信封-10000396,办公用品,信封,商业信封,204.96,3,0,24.36
177,CN-202023-5816959,2024/2/11,2024/2/16,标准级,陈丽-17605,陈丽雪,公司,德阳,四川,中国,西南,办公用-装订-10002580,办公用品,装订机,订书机,1084.608,8,0.4,-289.632
178,CN-202022-1122727,2023/2/27,2023/3/3,标准级,佘凤-12970,佘凤,公司,运城,山西,中国,华北,家具-桌子-10003757,家具,桌子,木桌,8469.825,5,0.25,1806.525
179,CN-202023-3122639,2024/5/8,2024/5/11,一级,曾惠-14485,曾惠,公司,浯溪,湖南,中国,中南,技术-配件-10000680,技术,配件,记忆卡,1610.28,3,0,418.32
180,CN-202023-3122639,2024/5/8,2024/5/11,一级,曾惠-14485,曾惠,公司,浯溪,湖南,中国,中南,家具-桌子-10001653,家具,桌子,圆桌,6987.12,4,0.25,-2236.08
181,CN-202022-2866628,2023/8/18,2023/8/22,标准级,谢聪-11665,谢聪,消费者,杭州,浙江,中国,华东,办公用-收纳-10000871,办公用品,收纳具,盒,250.6,5,0,47.6
182,CN-202022-2062805,2023/5/22,2023/5/26,标准级,田妮-18595,田妮,小型企业,南昌,江西,中国,华东,技术-设备-10000066,技术,设备,喷墨打印机,2913.96,2,0,116.48
183,US-202023-5448418,2024/9/11,2024/9/16,标准级,严诚-11395,严诚,公司,鞍山,辽宁,中国,东北,办公用-器具-10004796,办公用品,器具,咖啡研磨机,514.5,5,0.4,-51.8
184,US-202023-5448418,2024/9/11,2024/9/16,标准级,严诚-11395,严诚,公司,鞍山,辽宁,中国,东北,技术-电话-10003828,技术,电话,充电器,5422.536,3,0.4,-2530.584
185,CN-202023-3022026,2024/6/19,2024/6/23,标准级,姚柏-19015,姚柏,消费者,深圳,广东,中国,中南,办公用-系固-10004057,办公用品,系固件,夹子,268.8,3,0,104.58
186,CN-202020-1928578,2021/9/13,2021/9/14,一级,许绅-19960,许绅,消费者,兰州,甘肃,中国,西北,办公用-信封-10001500,办公用品,信封,外皮和封条,196.84,2,0,13.72
187,CN-202020-1928578,2021/9/13,2021/9/14,一级,许绅-19960,许绅,消费者,兰州,甘肃,中国,西北,办公用-系固-10003277,办公用品,系固件,图钉,351.96,10,0.4,17.36
188,CN-202020-1928578,2021/9/13,2021/9/14,一级,许绅-19960,许绅,消费者,兰州,甘肃,中国,西北,办公用-装订-10003117,办公用品,装订机,标签,66.78,3,0.4,-33.6
189,CN-202020-2648094,2021/11/7,2021/11/12,标准级,彭雯-21790,彭雯,消费者,廉洲,广东,中国,中南,技术-复印-10003759,技术,复印机,复印机,7332.36,6,0,2639.28
190,CN-202020-2648094,2021/11/7,2021/11/12,标准级,彭雯-21790,彭雯,消费者,廉洲,广东,中国,中南,技术-电话-10002235,技术,电话,音频基座,3165.68,4,0,1360.8
191,CN-202021-5172330,2022/5/12,2022/5/18,标准级,徐关-15655,徐关茵,公司,石家庄,河北,中国,华北,办公用-纸张-10002493,办公用品,纸张,备忘录便条,146.16,2,0,29.12
192,US-202020-1900777,2021/12/26,2021/12/31,标准级,苏冬-12430,苏冬露,小型企业,包头,内蒙古,中国,华北,办公用-系固-10002980,办公用品,系固件,夹子,162.792,3,0.4,-84.168
193,US-202020-1900777,2021/12/26,2021/12/31,标准级,苏冬-12430,苏冬露,小型企业,包头,内蒙古,中国,华北,办公用-装订-10004829,办公用品,装订机,孔加固材料,32.508,3,0.4,-9.072
194,US-202020-1900777,2021/12/26,2021/12/31,标准级,苏冬-12430,苏冬露,小型企业,包头,内蒙古,中国,华北,办公用-收纳-10003736,办公用品,收纳具,文件夹,286.72,2,0,82.88
195,US-202020-1900777,2021/12/26,2021/12/31,标准级,苏冬-12430,苏冬露,小型企业,包头,内蒙古,中国,华北,办公用-收纳-10000501,办公用品,收纳具,盘,1276.1,5,0,561.4
196,US-202020-1900777,2021/12/26,2021/12/31,标准级,苏冬-12430,苏冬露,小型企业,包头,内蒙古,中国,华北,办公用-信封-10002358,办公用品,信封,局间信封,1198.4,5,0,527.1
197,US-202020-1900777,2021/12/26,2021/12/31,标准级,苏冬-12430,苏冬露,小型企业,包头,内蒙古,中国,华北,技术-设备-10004218,技术,设备,收据打印机,338.52,1,0.4,39.48
198,CN-202021-2831197,2022/3/7,2022/3/12,标准级,黄丽-15820,黄丽,消费者,哈尔滨,黑龙江,中国,东北,办公用-美术-10001717,办公用品,美术,钢笔,64.96,1,0.2,8.82
199,CN-202021-2831197,2022/3/7,2022/3/12,标准级,黄丽-15820,黄丽,消费者,哈尔滨,黑龙江,中国,东北,办公用-用品-10004143,办公用品,用品,美工刀,438.9,3,0,149.1
200,US-202023-3405401,2024/5/13,2024/5/18,标准级,万刚-13195,万刚,公司,武汉,湖北,中国,中南,技术-配件-10001327,技术,配件,记忆卡,1281.168,4,0.4,-256.592
201,US-202022-3065733,2023/6/19,2023/6/24,标准级,毛升-20155,毛升,小型企业,苏州,江苏,中国,华东,家具-桌子-10004333,家具,桌子,电脑桌,2662.296,3,0.6,-732.144
202,US-202020-3069391,2021/2/1,2021/2/5,标准级,贺丹-11950,贺丹,消费者,成都,四川,中国,西南,家具-椅子-10000519,家具,椅子,扶手椅,2570.4,2,0.4,-556.92
203,US-202020-3069391,2021/2/1,2021/2/5,标准级,贺丹-11950,贺丹,消费者,成都,四川,中国,西南,技术-配件-10001141,技术,配件,键盘,939.456,4,0.4,156.576
204,CN-202021-3065733,2022/1/3,2022/1/8,二级,黄丽-15820,黄丽,消费者,廊坊,河北,中国,华北,办公用-标签-10002581,办公用品,标签,可去除的标签,161.28,4,0,72.24
205,CN-202023-1628412,2024/4/29,2024/5/1,二级,常盛-20305,常盛,消费者,上海,上海,中国,华东,办公用-装订-10000416,办公用品,装订机,订书机,490.84,2,0,132.44
206,CN-202023-2828219,2024/5/22,2024/5/26,标准级,周诚-11275,周诚,公司,集宁,内蒙古,中国,华北,办公用-纸张-10002428,办公用品,纸张,信纸,1515.08,7,0,727.16
207,CN-202023-2828219,2024/5/22,2024/5/26,标准级,周诚-11275,周诚,公司,集宁,内蒙古,中国,华北,技术-电话-10003187,技术,电话,充电器,8944.74,5,0.4,1043.14
208,US-202022-4870971,2023/11/29,2023/12/3,标准级,傅晨-11110,傅晨,公司,枝江,湖北,中国,中南,技术-配件-10004773,技术,配件,闪存驱动器,890.4,8,0.4,-549.92
209,US-202022-4870971,2023/11/29,2023/12/3,标准级,傅晨-11110,傅晨,公司,枝江,湖北,中国,中南,技术-电话-10002515,技术,电话,智能手机,1411.2,4,0.4,188.16
210,US-202021-5033587,2022/3/26,2022/4/2,标准级,彭丽-17650,彭丽雪,小型企业,肃州,甘肃,中国,西北,办公用-用品-10001051,办公用品,用品,开信刀,666.792,9,0.4,-379.008
211,US-202021-5033587,2022/3/26,2022/4/2,标准级,彭丽-17650,彭丽雪,小型企业,肃州,甘肃,中国,西北,办公用-收纳-10001478,办公用品,收纳具,锁柜,2909.34,3,0,1396.08
212,CN-202022-5339863,2023/4/10,2023/4/12,一级,贾柏-18910,贾柏,小型企业,潍坊,山东,中国,华东,办公用-标签-10002541,办公用品,标签,运输标签,43.68,1,0,6.02
213,CN-202022-5339863,2023/4/10,2023/4/12,一级,贾柏-18910,贾柏,小型企业,潍坊,山东,中国,华东,办公用-收纳-10003407,办公用品,收纳具,盒,217.98,3,0,69.72
214,CN-202022-2995973,2023/8/5,2023/8/7,二级,陈健-14545,陈健,公司,潍坊,山东,中国,华东,办公用-装订-10004876,办公用品,装订机,标签,147.7,5,0,73.5
215,CN-202022-2995973,2023/8/5,2023/8/7,二级,陈健-14545,陈健,公司,潍坊,山东,中国,华东,办公用-装订-10003513,办公用品,装订机,标签,188.16,4,0,48.72
216,CN-202022-2995973,2023/8/5,2023/8/7,二级,陈健-14545,陈健,公司,潍坊,山东,中国,华东,技术-配件-10001881,技术,配件,鼠标,390.04,2,0,23.24
217,CN-202022-3266914,2023/10/26,2023/10/28,一级,赵德-12145,赵德伟,消费者,河源,广东,中国,中南,技术-配件-10003605,技术,配件,闪存驱动器,348.6,2,0,27.72
218,CN-202022-3266914,2023/10/26,2023/10/28,一级,赵德-12145,赵德伟,消费者,河源,广东,中国,中南,办公用-用品-10004796,办公用品,用品,大剪刀,463.96,2,0,69.44
219,CN-202022-3266914,2023/10/26,2023/10/28,一级,赵德-12145,赵德伟,消费者,河源,广东,中国,中南,技术-配件-10004228,技术,配件,键盘,1137.78,3,0,375.06
220,CN-202022-3266914,2023/10/26,2023/10/28,一级,赵德-12145,赵德伟,消费者,河源,广东,中国,中南,办公用-标签-10001866,办公用品,标签,运输标签,290.08,7,0,34.3
221,US-202020-1255631,2021/1/30,2021/2/3,二级,范晒-19780,范晒明,消费者,朗乡,黑龙江,中国,东北,办公用-美术-10000410,办公用品,美术,铅笔刀,226.016,2,0.2,-42.504
222,US-202020-1255631,2021/1/30,2021/2/3,二级,范晒-19780,范晒明,消费者,朗乡,黑龙江,中国,东北,办公用-用品-10002431,办公用品,用品,剪刀,354.48,4,0,109.76
223,US-202020-1255631,2021/1/30,2021/2/3,二级,范晒-19780,范晒明,消费者,朗乡,黑龙江,中国,东北,办公用-标签-10000058,办公用品,标签,运输标签,153.72,3,0,72.24
224,US-202020-1255631,2021/1/30,2021/2/3,二级,范晒-19780,范晒明,消费者,朗乡,黑龙江,中国,东北,技术-配件-10000196,技术,配件,闪存驱动器,746.9,5,0,149.1
225,US-202020-1255631,2021/1/30,2021/2/3,二级,范晒-19780,范晒明,消费者,朗乡,黑龙江,中国,东北,办公用-装订-10003513,办公用品,装订机,标签,141.12,3,0,36.54
226,US-202020-1255631,2021/1/30,2021/2/3,二级,范晒-19780,范晒明,消费者,朗乡,黑龙江,中国,东北,办公用-器具-10003122,办公用品,器具,炉灶,5241.04,2,0,1624.56
227,US-202020-1255631,2021/1/30,2021/2/3,二级,范晒-19780,范晒明,消费者,朗乡,黑龙江,中国,东北,家具-椅子-10000989,家具,椅子,摇椅,2672.32,4,0,80.08
228,US-202020-1255631,2021/1/30,2021/2/3,二级,范晒-19780,范晒明,消费者,朗乡,黑龙江,中国,东北,技术-配件-10001323,技术,配件,记忆卡,1957.76,4,0,215.04
229,CN-202022-3253076,2023/11/9,2023/11/13,标准级,巩德-12070,巩德,小型企业,平顶山,河南,中国,中南,技术-设备-10001533,技术,设备,电话,1165.5,3,0,81.48
230,CN-202022-3253076,2023/11/9,2023/11/13,标准级,巩德-12070,巩德,小型企业,平顶山,河南,中国,中南,技术-电话-10003347,技术,电话,信号增强器,7413.56,11,0,2964.5
231,US-202020-5555490,2021/9/19,2021/9/24,二级,沈彩-10750,沈彩,消费者,呼和浩特,内蒙古,中国,华北,技术-电话-10001357,技术,电话,办公室电话机,626.724,3,0.4,-251.076
232,US-202020-5555490,2021/9/19,2021/9/24,二级,沈彩-10750,沈彩,消费者,呼和浩特,内蒙古,中国,华北,办公用-标签-10001132,办公用品,标签,有色标签,62.72,1,0,25.62
233,CN-202023-4159546,2024/7/21,2024/7/23,一级,洪梦-18205,洪梦,公司,重庆,重庆,中国,西南,技术-配件-10000138,技术,配件,鼠标,1181.88,6,0,94.08
234,CN-202023-4159546,2024/7/21,2024/7/23,一级,洪梦-18205,洪梦,公司,重庆,重庆,中国,西南,办公用-装订-10000048,办公用品,装订机,标签,83.44,2,0,10.64
235,CN-202023-4159546,2024/7/21,2024/7/23,一级,洪梦-18205,洪梦,公司,重庆,重庆,中国,西南,技术-电话-10002323,技术,电话,充电器,14843.5,5,0,4897.9
236,CN-202020-3174894,2021/3/22,2021/3/27,二级,郭冬-12415,郭冬露,消费者,遂宁,四川,中国,西南,办公用-标签-10002765,办公用品,标签,可去除的标签,72.52,2,0,1.96
237,CN-202020-5340374,2021/12/17,2021/12/21,标准级,白忠-11515,白忠,消费者,秦皇岛,河北,中国,华北,办公用-用品-10002573,办公用品,用品,尺子,149.8,2,0,22.4
238,CN-202022-2862017,2023/11/15,2023/11/18,一级,贾丹-11920,贾丹,消费者,珠海,广东,中国,中南,办公用-收纳-10004035,办公用品,收纳具,盘,863.52,3,0,301.98
239,CN-202022-2045726,2023/2/1,2023/2/6,标准级,曹诚-11350,曹诚,公司,新民,辽宁,中国,东北,家具-书架-10000621,家具,书架,书库,2037.168,2,0.4,-1086.512
240,CN-202022-2662386,2023/11/11,2023/11/13,二级,白立-16825,白立,公司,临汾,山西,中国,华北,办公用-标签-10001981,办公用品,标签,圆形标签,97.44,3,0,19.32
241,US-202023-3189070,2024/8/5,2024/8/9,标准级,范彩-10615,范彩,公司,丹东,辽宁,中国,东北,办公用-器具-10004864,办公用品,器具,炉灶,3183.432,2,0.4,-1326.528
242,US-202022-3585437,2023/7/3,2023/7/5,一级,贾君-15160,贾君,消费者,满洲里,内蒙古,中国,华北,办公用-系固-10003379,办公用品,系固件,夹子,140.616,3,0.4,-68.124
243,US-202022-3585437,2023/7/3,2023/7/5,一级,贾君-15160,贾君,消费者,满洲里,内蒙古,中国,华北,办公用-装订-10002115,办公用品,装订机,打孔机,84.336,1,0.4,-52.024
244,CN-202022-4347413,2023/12/9,2023/12/15,标准级,倪芬-12790,倪芬,小型企业,徐州,江苏,中国,华东,技术-电话-10001063,技术,电话,智能手机,1046.556,3,0.4,17.136
245,CN-202021-1255631,2022/7/19,2022/7/23,标准级,白斯-20995,白斯云,消费者,莱州,山东,中国,华东,办公用-标签-10000748,办公用品,标签,可去除的标签,231,6,0,25.2
246,CN-202021-1255631,2022/7/19,2022/7/23,标准级,白斯-20995,白斯云,消费者,莱州,山东,中国,华东,技术-电话-10003837,技术,电话,信号增强器,2835.84,4,0,141.68
247,CN-202020-4590873,2021/10/3,2021/10/7,二级,薛婷-21070,薛婷,消费者,开原,辽宁,中国,东北,办公用-纸张-10003534,办公用品,纸张,笔记本,475.02,3,0,52.08
